value, var1, var2, var3, var4, var5, var6, var7, var8, var9, var10, var11, var12, var13, var14, var15, var16, var17, var18, var19,var20
11441.40629,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41,-51,-26,-15,-24,-38,-22,-19
11577.79378,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41,-51,-26,-15,-24,-38,-22
11785.79378,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41,-51,-26,-15,-24,-38
11759.79378,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41,-51,-26,-15,-24
11749.79378,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41,-51,-26,-15
11736.79378,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41,-51,-26
11711.79378,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41,-51
11711.79378,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22,-41
11685.79378,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12,-22
11655.79378,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6,-12
11612.79378,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9,-6
11586.79378,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10,-9
11556.79378,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22,-10
11520.79378,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22,-22
11502.79378,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21,-22
11472.79378,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40,-21
11461.79378,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39,-40
11429.79378,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633,-39
11406.79378,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8,210.8693633
11380.79378,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895,-8
11365.79378,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208,136.3874895
11337.79378,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26,208
11292.79378,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10,-26
11269.79378,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13,-10
11249.79378,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25,-13
11231.79378,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0,-25
11211.79378,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26,0
11197.79378,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30,-26
11340.03435,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43,-30
11324.03435,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26,-43
11299.03435,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30,-26
11271.03435,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36,-30
11456.03435,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18,-36
11442.03435,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30,-18
11412.03435,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11,-30
11608.424,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32,-11
11586.424,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23,-32
11566.424,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26,-23
11551.424,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15,-26
11534.424,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28,-15
11511.424,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45,-28
11511.424,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23,-45
11511.424,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20,-23
11511.424,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18,-20
11511.424,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20,-18
11477.424,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14,-20
11452.424,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715,-14
11427.424,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16,142.2405715
11394.424,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25,-16
11378.424,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28,-25
11353.424,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185,-28
11502.24113,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14,185
11610.30113,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30,-14
11599.30113,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472,-30
11577.30113,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22,196.3896472
11552.30113,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20,-22
11506.30113,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15,-20
11647.30113,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17,-15
11600.30113,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23,-17
11563.30113,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0,-23
11542.30113,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0,0
11529.30113,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0,0
11503.30113,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0,0
11481.30113,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34,0
11619.30113,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25,-34
11590.30113,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25,-25
11559.30113,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33,-25
11530.30113,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16,-33
11650.30113,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25,-16
11633.30113,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364,-25
11591.30113,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06,148.8171364
11572.30113,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11,108.06
11557.30113,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22,-11
11545.30113,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25,-22
11522.30113,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46,-25
11502.30113,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141,-46
11855.30113,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47,141
11836.30113,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37,-47
11820.30113,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21,-37
11985.59734,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13,-21
12129.56144,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26,-13
12110.56144,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22,-26
12075.56144,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138,-22
12039.56144,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29,138
12014.56144,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31,-29
11998.56144,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29,-31
11991.56144,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120,-29
11977.56144,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17,120
11955.56144,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42,-17
11931.56144,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19,-42
11905.56144,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15,-19
11861.56144,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12,-15
11825.56144,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23,-12
11791.56144,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20,-23
11787.56144,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353,-20
11759.56144,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19,353
11746.56144,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16,-19
11730.56144,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049,-16
11714.56144,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021,165.2962049
11817.95685,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19,143.9641021
11784.95685,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35,-19
11753.95685,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36,-35
11730.95685,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25,-36
11719.95685,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16,-25
11693.95685,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7,-16
11656.95685,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14,-7
11611.95685,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22,-14
11745.95685,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24,-22
11717.95685,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26,-24
11700.95685,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44,-26
11692.95685,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36,-44
11681.95685,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34,-36
11657.95685,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4,-34
11618.95685,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28,-4
11600.95685,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13,-28
11582.95685,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16,-13
11738.95685,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16,-16
11725.95685,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125,-16
11686.95685,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33,103.3954125
11804.95685,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31,-33
11788.95685,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23,-31
11764.95685,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11,-23
11930.21768,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26,-11
11904.21768,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37,-26
12082.21768,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45,-37
12045.21768,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134,-45
12031.21768,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28,134
12004.21768,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17,-28
12110.33306,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8,-17
12303.1314,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11,-8
12287.1314,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24,-11
12248.1314,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39,-24
12229.1314,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18,-39
12213.1314,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18,-18
12205.1314,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156,-18
12204.1314,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13,156
12182.1314,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39,-13
12161.1314,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118,-39
12124.1314,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16,118
12107.1314,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24,-16
12202.74599,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282,-24
12382.82217,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26,165.2608282
12363.82217,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178,-26
12353.82217,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37,178
12343.82217,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14,-37
12316.82217,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27,-14
12299.82217,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382,-27
12276.82217,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335,106.115382
12256.82217,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16,192.798335
12229.82217,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39,-16
12330.82217,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19,-39
12304.82217,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16,-19
12283.82217,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8,-16
12265.82217,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1,-8
12245.82217,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22,-1
12409.68328,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21,-22
12389.68328,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37,-21
12367.68328,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17,-37
12341.68328,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136,-17
12290.68328,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778,95.61459136
12268.68328,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19,180.0761778
12238.68328,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10,-19
12216.68328,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10,-10
12199.68328,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27,-10
12176.68328,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17,-27
12155.68328,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23,-17
12135.68328,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20,-23
12247.19748,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27,-20
12423.19748,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101,-27
12408.19748,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26,101
12382.19748,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21,-26
12365.19748,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18,-21
12345.19748,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20,-18
12318.19748,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108,-20
12299.19748,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20,163.8611108
12281.19748,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22,-20
12429.59871,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26,-22
12410.59871,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51,-26
12387.59871,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22,-51
12374.59871,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30,-22
12352.59871,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22,-30
12326.59871,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17,-22
12305.59871,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23,-17
12264.59871,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21,-23
12229.59871,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20,-21
12204.59871,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044,-20
12172.59871,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176,111.5142044
12147.59871,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15,176
12125.59871,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26,-15
12116.59871,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17,-26
12098.59871,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20,-17
12072.59871,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27,-20
12036.59871,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19,-27
12036.59871,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18,-19
11998.59871,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238,-18
11972.59871,-26,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19,148.4012238
11962.59871,-10,-26,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23,-19
11955.59871,-7,-10,-26,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13,-23
11940.59871,-15,-7,-10,-26,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22,-13
11916.59871,-24,-15,-7,-10,-26,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26,-22
11889.59871,-27,-24,-15,-7,-10,-26,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21,-26
11863.59871,-26,-27,-24,-15,-7,-10,-26,-38,0,-36,-26,-18,-9,-22,-25,-32,-25,-35,-41,-21
